Genre_Name,Composer,Albums_Title,Media_Distribution,Price,Product_Quantity,Billing_Adress
Bossa Nova,,Greatest Kiss,MPEG audio file,0.99,1,Paris
Bossa Nova,,Unplugged [Live],MPEG audio file,0.99,1,Paris
Latin,,Heart of the Night,MPEG audio file,0.99,1,Paris
Latin,,Morning Dance,MPEG audio file,0.99,1,Paris
Latin,,Heart of the Night,MPEG audio file,0.99,1,Paris
Latin,,Morning Dance,MPEG audio file,0.99,1,Paris
Rock,J. C. Fogerty,International Superhits,MPEG audio file,0.99,1,Paris
Rock,J. C. Fogerty,American Idiot,MPEG audio file,0.99,1,Paris
Rock,J. C. Fogerty,International Superhits,MPEG audio file,0.99,1,Edinburgh 
Rock,J. C. Fogerty,American Idiot,MPEG audio file,0.99,1,Edinburgh 
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Sidney
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Sidney
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Santiago
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Santiago
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Bangalore
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Bangalore
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Bangalore
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Bangalore
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Oslo
Latin,,Meus Momentos,MPEG audio file,0.99,1,Oslo
Latin,,Meus Momentos,MPEG audio file,0.99,1,Oslo
Latin,,Meus Momentos,MPEG audio file,0.99,1,Oslo
Latin,,Meus Momentos,MPEG audio file,0.99,1,Oslo
Latin,,Minha História,MPEG audio file,0.99,1,Oslo
Latin,,Minha História,MPEG audio file,0.99,1,São Paulo
Latin,,Minha História,MPEG audio file,0.99,1,São Paulo
Rock,Bolin/Coverdale,MK III The Final Concerts [Disc 1],MPEG audio file,0.99,1,São Paulo
Rock,Bolin/Coverdale,The Final Concerts (Disc 2),MPEG audio file,0.99,1,São Paulo
Rock,Bolin/Coverdale,Come Taste The Band,MPEG audio file,0.99,1,São Paulo
Rock,Bolin/Coverdale,Deep Purple In Rock,MPEG audio file,0.99,1,São Paulo
Rock,Bolin/Coverdale,Fireball,MPEG audio file,0.99,1,São Paulo
Rock,Bolin/Coverdale,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,0.99,1,São Paulo
Rock,Bolin/Coverdale,Machine Head,MPEG audio file,0.99,1,São Paulo
Rock,Bolin/Coverdale,Purpendicular,MPEG audio file,0.99,1,São Paulo
Rock,Bolin/Coverdale,Slaves And Masters,MPEG audio file,0.99,1,São Paulo
Rock,Bolin/Coverdale,Stormbringer,MPEG audio file,0.99,1,São Paulo
Rock,Bolin/Coverdale,The Battle Rages On,MPEG audio file,0.99,1,São Paulo
Rock,"Blackmore, Gillan, Glover, Lord, Paice",Supernatural,MPEG audio file,0.99,1,São Paulo
Rock,"Blackmore, Gillan, Glover, Lord, Paice",Santana - As Years Go By,MPEG audio file,0.99,1,São Paulo
Rock,"Blackmore, Gillan, Glover, Lord, Paice",Santana Live,MPEG audio file,0.99,1,São Paulo
Jazz,John Scofield,The Essential Miles Davis [Disc 1],MPEG audio file,0.99,1,Cupertino
Jazz,John Scofield,The Essential Miles Davis [Disc 2],MPEG audio file,0.99,1,Cupertino
Jazz,John Scofield,Miles Ahead,MPEG audio file,0.99,1,Cupertino
Latin,,Up An' Atom,MPEG audio file,0.99,1,Cupertino
Latin,Djavan,Vinícius De Moraes - Sem Limite,MPEG audio file,0.99,1,Cupertino
Latin,Djavan,Vinícius De Moraes - Sem Limite,MPEG audio file,0.99,1,Cupertino
Blues,Bruce/Clapton,Vinicius De Moraes,MPEG audio file,0.99,1,Cupertino
Blues,Clapton/Levy,Vinicius De Moraes,MPEG audio file,0.99,1,Cupertino
Rock,"Mike Bordin, Billy Gould, Mike Patton","Chronicle, Vol. 1",MPEG audio file,0.99,1,Bordeaux
Rock,"Mike Bordin, Billy Gould, Mike Patton","Chronicle, Vol. 2",MPEG audio file,0.99,1,Bordeaux
Rock,"Mike Bordin, Billy Gould, Mike Patton","Chronicle, Vol. 1",MPEG audio file,0.99,1,Bordeaux
Rock,"Mike Bordin, Billy Gould, Mike Patton","Chronicle, Vol. 2",MPEG audio file,0.99,1,Bordeaux
Rock,"Mike Bordin, Billy Gould, Mike Patton","Chronicle, Vol. 1",MPEG audio file,0.99,1,Bordeaux
Rock,"Mike Bordin, Billy Gould, Mike Patton","Chronicle, Vol. 2",MPEG audio file,0.99,1,Bordeaux
Alternative & Punk,Faith No More,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,0.99,1,Bordeaux
Alternative & Punk,Faith No More,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,0.99,1,Bordeaux
Alternative & Punk,Faith No More,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,0.99,1,Amsterdam
Alternative & Punk,Faith No More,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,0.99,1,Amsterdam
Latin,,Vault: Def Leppard's Greatest Hits,MPEG audio file,0.99,1,Amsterdam
Latin,,Vault: Def Leppard's Greatest Hits,MPEG audio file,0.99,1,Amsterdam
Latin,,Vault: Def Leppard's Greatest Hits,MPEG audio file,0.99,1,Amsterdam
Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Outbreak,MPEG audio file,0.99,1,Amsterdam
Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Djavan Ao Vivo - Vol. 02,MPEG audio file,0.99,1,Amsterdam
Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Djavan Ao Vivo - Vol. 1,MPEG audio file,0.99,1,Amsterdam
Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Djavan Ao Vivo - Vol. 02,MPEG audio file,0.99,1,Amsterdam
Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Djavan Ao Vivo - Vol. 1,MPEG audio file,0.99,1,Amsterdam
Alternative & Punk,Foo Fighters,The Cream Of Clapton,MPEG audio file,0.99,1,Amsterdam
Alternative & Punk,Foo Fighters,Unplugged,MPEG audio file,0.99,1,Amsterdam
Alternative & Punk,Foo Fighters,The Cream Of Clapton,MPEG audio file,0.99,1,Amsterdam
Alternative & Punk,Foo Fighters,Unplugged,MPEG audio file,0.99,1,Amsterdam
Rock,"Dave, Taylor, Nate, Chris",Album Of The Year,MPEG audio file,0.99,1,Santiago
Rock,"Dave, Taylor, Nate, Chris",Angel Dust,MPEG audio file,0.99,1,Santiago
Rock,"Dave, Taylor, Nate, Chris",King For A Day Fool For A Lifetime,MPEG audio file,0.99,1,Santiago
Rock,"Dave, Taylor, Nate, Chris",The Real Thing,MPEG audio file,0.99,1,Santiago
Easy Listening,cole porter,Deixa Entrar,MPEG audio file,0.99,1,Santiago
Easy Listening,bart howard,Deixa Entrar,MPEG audio file,0.99,1,Santiago
Easy Listening,bert brecht/kurt weill/marc blitzstein,Deixa Entrar,MPEG audio file,0.99,1,Santiago
Latin,,In Your Honor [Disc 1],MPEG audio file,0.99,1,Santiago
Latin,,In Your Honor [Disc 2],MPEG audio file,0.99,1,Santiago
Latin,,One By One,MPEG audio file,0.99,1,Santiago
Latin,,The Colour And The Shape,MPEG audio file,0.99,1,Santiago
Latin,,In Your Honor [Disc 1],MPEG audio file,0.99,1,Santiago
Latin,,In Your Honor [Disc 2],MPEG audio file,0.99,1,Santiago
Latin,,One By One,MPEG audio file,0.99,1,Santiago
Latin,,The Colour And The Shape,MPEG audio file,0.99,1,Santiago
Soundtrack,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,0.99,1,Santiago
Latin,,Roda De Funk,MPEG audio file,0.99,1,Santiago
Latin,,Roda De Funk,MPEG audio file,0.99,1,Santiago
Metal,Sully Erna,Appetite for Destruction,MPEG audio file,0.99,1,Santiago
Metal,Sully Erna,Use Your Illusion I,MPEG audio file,0.99,1,Santiago
Metal,Sully Erna,Use Your Illusion II,MPEG audio file,0.99,1,Santiago
Alternative & Punk,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",Blue Moods,MPEG audio file,0.99,1,Santiago
Alternative & Punk,Mike Dirnt/Tré Cool,Blue Moods,MPEG audio file,0.99,1,Santiago
Rock,,Sex Machine,Protected AAC audio file,0.99,1,Rio de Janeiro
Rock,,Sex Machine,Protected AAC audio file,0.99,1,Brasília
Rock,,Sex Machine,Protected AAC audio file,0.99,1,Brasília
Rock,,Sex Machine,Protected AAC audio file,0.99,1,Vancouver
Rock,,Sex Machine,Protected AAC audio file,0.99,1,Vancouver
Rock,,Sex Machine,Protected AAC audio file,0.99,1,Redmond
Rock,,Sex Machine,Protected AAC audio file,0.99,1,Redmond
Rock,,Sex Machine,Protected AAC audio file,0.99,1,Redmond
Rock,,Sex Machine,Protected AAC audio file,0.99,1,Redmond
Metal,Billy/Del James/W. Axl Rose/West Arkeen,Emergency On Planet Earth,MPEG audio file,0.99,1,Reno
Metal,Billy/Del James/W. Axl Rose/West Arkeen,Synkronized,MPEG audio file,0.99,1,Reno
Metal,Billy/Del James/W. Axl Rose/West Arkeen,The Return Of The Space Cowboy,MPEG audio file,0.99,1,Reno
Metal,W. Axl Rose,Emergency On Planet Earth,MPEG audio file,0.99,1,Reno
Metal,W. Axl Rose,Synkronized,MPEG audio file,0.99,1,Reno
Metal,W. Axl Rose,The Return Of The Space Cowboy,MPEG audio file,0.99,1,Reno
Metal,W. Axl Rose,Emergency On Planet Earth,MPEG audio file,0.99,1,Reno
Metal,W. Axl Rose,Synkronized,MPEG audio file,0.99,1,Reno
Metal,W. Axl Rose,The Return Of The Space Cowboy,MPEG audio file,0.99,1,Reno
Jazz,Richard Bull,Get Born,MPEG audio file,0.99,1,Reno
Jazz,Kevin Robinson/Richard Bull,Get Born,MPEG audio file,0.99,1,Reno
Jazz,Maxton Gig Beesley Jnr.,Get Born,MPEG audio file,0.99,1,Reno
Rock,,Are You Experienced?,Protected AAC audio file,0.99,1,Tucson
Rock,,Are You Experienced?,Protected AAC audio file,0.99,1,Tucson
Metal,Steve Harris,Surfing with the Alien (Remastered),MPEG audio file,0.99,1,Tucson
Metal,Steve Harris,Surfing with the Alien (Remastered),MPEG audio file,0.99,1,Tucson
Metal,Adrian Smith/Bruce Dickinson/Steve Harris,Jota Quest-1995,MPEG audio file,0.99,1,Tucson
Metal,Steve Harris,Jota Quest-1995,MPEG audio file,0.99,1,Tucson
Rock,Steve Harris,Cafezinho,MPEG audio file,0.99,1,Tucson
Rock,David Murray/Steve Harris,Cafezinho,MPEG audio file,0.99,1,Tucson
Heavy Metal,Bruce Dickinson/Janick Gers/Steve Harris,Living After Midnight,MPEG audio file,0.99,1,Tucson
Rock,Bruce Dickinson/Janick Gers,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,0.99,1,Berlin
Rock,Bruce Dickinson/Janick Gers,Mais Do Mesmo,MPEG audio file,0.99,1,Berlin
Blues,Steve Harris,Greatest Hits,MPEG audio file,0.99,1,Berlin
Heavy Metal,Steve Harris,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,0.99,1,Berlin
Heavy Metal,Steve Harris,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,0.99,1,Berlin
Heavy Metal,Steve Harris,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,0.99,1,Berlin
Heavy Metal,Steve Harris,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,0.99,1,Berlin
Metal,Harris,Misplaced Childhood,MPEG audio file,0.99,1,Berlin
Heavy Metal,Steve Harris,Misplaced Childhood,MPEG audio file,0.99,1,Berlin
Rock,,Barulhinho Bom,MPEG audio file,0.99,1,Berlin
Rock,,Seek And Shall Find: More Of The Best (1963-1981),MPEG audio file,0.99,1,Berlin
Metal,Bruce Dickinson/Steve Harris,The Best Of Men At Work,MPEG audio file,0.99,1,Berlin
Metal,David Murray/Steve Harris,Ace Of Spades,MPEG audio file,0.99,1,Berlin
Metal,Steve Harris,Demorou...,MPEG audio file,0.99,1,Berlin
Rock,Steve Harris,Motley Crue Greatest Hits,MPEG audio file,0.99,1,Berlin
Metal,Dave Murray; Steve Harris,From The Muddy Banks Of The Wishkah [Live],MPEG audio file,0.99,1,Berlin
Metal,Dave Murray; Steve Harris,Nevermind,MPEG audio file,0.99,1,Berlin
Metal,Steve Harris,Olodum,MPEG audio file,0.99,1,Madrid
Metal,Steve Harris,Olodum,MPEG audio file,0.99,1,Stockholm
Metal,Steve Harris,Olodum,MPEG audio file,0.99,1,Stockholm
Metal,Adrian Smith/Steve Harris,Olodum,MPEG audio file,0.99,1,London
Rock,Janick Gers/Steve Harris,Acústico MTV,MPEG audio file,0.99,1,London
Rock,Janick Gers/Steve Harris,Arquivo II,MPEG audio file,0.99,1,London
Rock,Janick Gers/Steve Harris,Arquivo Os Paralamas Do Sucesso,MPEG audio file,0.99,1,London
Rock,Steve Harris,Acústico MTV,MPEG audio file,0.99,1,Sidney
Rock,Steve Harris,Arquivo II,MPEG audio file,0.99,1,Sidney
Rock,Steve Harris,Arquivo Os Paralamas Do Sucesso,MPEG audio file,0.99,1,Sidney
Rock,Blaze Bayley/Janick Gers/Steve Harris,Acústico MTV,MPEG audio file,0.99,1,Sidney
Rock,Blaze Bayley/Janick Gers/Steve Harris,Arquivo II,MPEG audio file,0.99,1,Sidney
Rock,Blaze Bayley/Janick Gers/Steve Harris,Arquivo Os Paralamas Do Sucesso,MPEG audio file,0.99,1,Sidney
Rock,Steve Harris,Acústico MTV,MPEG audio file,0.99,1,Sidney
Rock,Steve Harris,Arquivo II,MPEG audio file,0.99,1,Sidney
Rock,Steve Harris,Arquivo Os Paralamas Do Sucesso,MPEG audio file,0.99,1,Sidney
Rock,Blaze Bayley/Janick Gers/Steve Harris,Acústico MTV,MPEG audio file,0.99,1,Sidney
Rock,Blaze Bayley/Janick Gers/Steve Harris,Arquivo II,MPEG audio file,0.99,1,Sidney
Rock,Blaze Bayley/Janick Gers/Steve Harris,Arquivo Os Paralamas Do Sucesso,MPEG audio file,0.99,1,Sidney
Rock,David Murray/Steve Harris,Bark at the Moon (Remastered),MPEG audio file,0.99,1,Bangalore
Rock,David Murray/Steve Harris,Blizzard of Ozz,MPEG audio file,0.99,1,Bangalore
Rock,David Murray/Steve Harris,Diary of a Madman (Remastered),MPEG audio file,0.99,1,Bangalore
Rock,David Murray/Steve Harris,No More Tears (Remastered),MPEG audio file,0.99,1,Bangalore
Rock,David Murray/Steve Harris,Tribute,MPEG audio file,0.99,1,Bangalore
Rock,David Murray/Steve Harris,Speak of the Devil,MPEG audio file,0.99,1,Bangalore
Rock,Steve Harris,Bark at the Moon (Remastered),MPEG audio file,0.99,1,Bangalore
Rock,Steve Harris,Blizzard of Ozz,MPEG audio file,0.99,1,Bangalore
Rock,Steve Harris,Diary of a Madman (Remastered),MPEG audio file,0.99,1,Bangalore
Rock,Steve Harris,No More Tears (Remastered),MPEG audio file,0.99,1,Bangalore
Rock,Steve Harris,Tribute,MPEG audio file,0.99,1,Bangalore
Rock,Steve Harris,Speak of the Devil,MPEG audio file,0.99,1,Bangalore
R&B/Soul,Jimmy Forrest/Lewis C. Simpkins/Oscar Washington,Walking Into Clarksdale,MPEG audio file,0.99,1,Bangalore
R&B/Soul,Betty Newsome/James Brown,Walking Into Clarksdale,MPEG audio file,0.99,1,Bangalore
R&B/Soul,Addie William Jones/Nat Jones,Walking Into Clarksdale,MPEG audio file,0.99,1,Bangalore
R&B/Soul,Deanna Brown/Deidra Jenkins/Yamma Brown,Walking Into Clarksdale,MPEG audio file,0.99,1,Bangalore
Rock,"Jay Kay/Kay, Jay",Original Soundtracks 1,MPEG audio file,0.99,1,Prague
Rock,"Jay Kay/Kay, Jay",Original Soundtracks 1,MPEG audio file,0.99,1,Prague
R&B/Soul,Jay Kay,The Beast Live,MPEG audio file,0.99,1,Prague
R&B/Soul,Jay Kay,The Beast Live,MPEG audio file,0.99,1,Prague
Electronica/Dance,Toby Smith,Live On Two Legs [Live],MPEG audio file,0.99,1,Prague
Electronica/Dance,Toby Smith,Pearl Jam,MPEG audio file,0.99,1,Prague
Electronica/Dance,Toby Smith,Riot Act,MPEG audio file,0.99,1,Prague
Electronica/Dance,Toby Smith,Ten,MPEG audio file,0.99,1,Prague
Electronica/Dance,Toby Smith,Vs.,MPEG audio file,0.99,1,Prague
Electronica/Dance,J. Kay/Jay Kay,Live On Two Legs [Live],MPEG audio file,0.99,1,Prague
Electronica/Dance,J. Kay/Jay Kay,Pearl Jam,MPEG audio file,0.99,1,Prague
Electronica/Dance,J. Kay/Jay Kay,Riot Act,MPEG audio file,0.99,1,Prague
Electronica/Dance,J. Kay/Jay Kay,Ten,MPEG audio file,0.99,1,Prague
Electronica/Dance,J. Kay/Jay Kay,Vs.,MPEG audio file,0.99,1,Prague
Rock,Jimi Hendrix,Dark Side Of The Moon,MPEG audio file,0.99,1,Prague
Rock,Jimi Hendrix,Dark Side Of The Moon,MPEG audio file,0.99,1,Vancouver
Rock,,Os Cães Ladram Mas A Caravana Não Pára,Protected AAC audio file,0.99,1,Vancouver
Latin,,Out Of Time,MPEG audio file,0.99,1,Vancouver
Latin,,Out Of Time,MPEG audio file,0.99,1,Vancouver
World,João Suplicy,Green,MPEG audio file,0.99,1,Vancouver
World,João Suplicy,New Adventures In Hi-Fi,MPEG audio file,0.99,1,Vancouver
World,João Suplicy,The Best Of R.E.M.: The IRS Years,MPEG audio file,0.99,1,Vancouver
World,João Suplicy,Green,MPEG audio file,0.99,1,Vancouver
World,João Suplicy,New Adventures In Hi-Fi,MPEG audio file,0.99,1,Vancouver
